Hospitals Name,Hospital Address,Pincode,website,City,Category,Founded,Number,Email,Other Email,Other Email.1,Verified_Emails,Secondary_Emails,Other contact,Other contact.1,Other contact.2,Other contact.3, , .1, .2, .3, .4,clean_phone,clean_email
"K C Raju Multispeciality Hospital-ivf, iui, icsi, infertility treatment bangalore","4th Cross Road, Hennur Main Rd, below Flyover, CMR Lane, Lingarajapuram, Bengaluru, Karnataka 560084",560084,https://www.smilebabyivfs.in/,Karnataka, IVF Hospitals ,,080 2547 7712,,,,,mca.pkjayanco@gmail.com,8884752134,9686382856,+918088376374,+918660821311,,,,,,,
Milann,"Ramaiah Hospital, New BEL Rd, M S R Nagar, Mathikere, Bengaluru, Karnataka 560054",560054,http://milann.co.in/,Karnataka, IVF Hospitals ,,080 4160 7705,last@milann.co.in,niraj.didwania@hcgoncology.com,,,sarvottam.inds@gmail.com,,,,,,,,,,,last@milann.co.in
Drnayaks Fertility Clinic,"Somayaji Building,, Balmatta, Mangalore, Karnataka 575002",575002,http://www.drnayaks.com/,Karnataka, IVF Hospitals ,,098456 69661,nfo@drnayaks.com,info@armcivf.com,,,mca.rocindia@gmail.com,9845618335,,,,,,,,,,nfo@drnayaks.com
Ankur Healthcare (Manipal Fertility) - Mangalore,"Times Square, 2nd Floor, Shivabagh Circle, KMC Mercara Trunk Road, Kadri, Mangalore, Karnataka 575002",575002,http://ankurhealthcare.com/,Karnataka, IVF Hospitals ,,0824 221 2755,,,,,vinodnaredi@gmail.com,,,,,,,,,,,
Dr Sharath Mens Clinic,"City X-Ray Complex, Sayyaji Rao Road, Sayyaji Rao Road, New Sayyaji Rao Road, near New Mysore Medical College, Mysuru, Karnataka 570021",570021,http://mediwave.net/,Karnataka, IVF Hospitals ,,0821 427 7019,,,,,gururajadvn@gmail.com,,,,,,,,,,,
Kiran Infertility Center Bengaluru,"#8, 80ft Road ST bed area Opposite HP Petrol Pump, New Friends Colony, Koramangala, Bengaluru, Karnataka 560034",560034,https://kicbengaluru.com/,Karnataka, IVF Hospitals ,,099009 67627,info@kicbengaluru.com,,,,companytaxservices@gmail.com,7204051333,9900967627,,,,,,,,,info@kicbengaluru.com
Nova IVF Fertility,"No. 869, Kade Complex, Dr. M.C. Modi Eye Hospital Road, West of Chord Road 2nd Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560086",560086,http://novaivffertility.com/,Karnataka, IVF Hospitals ,,1800 103 2229,nelson.prabhakaran@novaivifertility.com,,,,rocitefiling@gmail.com,,,,,,,,,,,nelson.prabhakaran@novaivifertility.com
Cloudnine Fertility - Whitefield,"Nagarjuna Sai Signet , 3rd Floor, Plot no.11, Survey No. 88, Whitefield Main Road, Bengaluru, Karnataka 560066",560066,https://www.cloudninefertility.com/,Karnataka, IVF Hospitals ,,099728 99728,,,,,rrafbd12@gmail.com,,,,,,,,,,,
Asian Reproductive Medicine Centre,"Kavery Building, Near Unity Hospital Falnir, Mangalore, Karnataka 575001",575001,http://www.ivf-clinic-india.com/,Karnataka, IVF Hospitals ,,098952 94940,,,,,sarkar6534@gmail.com,,,,,,,,,,,
Krishnaji Maternity & Infertility Hospital,"Opp- Medinova Hospital, Hosapete, Karnataka 583201",583201,,Karnataka, IVF Hospitals ,,090365 52660,fogsi2007@gmail.com,office@fogsi.org,training@fogsi.org,,cmsinghal2000@gmail.com,krishnaivf@hotmail.com,ask@gunasheela.com,,,,,,,,,fogsi2007@gmail.com
Maa Fertility Centre,"905/767, Site No. 685, RDL Square BB Road, Yelahanka, Opposite to RMZ Galleria, Bengaluru, Karnataka 560064",560064,http://maafertility.com/,Karnataka, IVF Hospitals ,,080 2846 1414,sravanireddye@gmail.com,,,,abhijai.aggarwal@gmail.com,,,,,,,,,,,sravanireddye@gmail.com
Patted's Fertility & Research,"CTS 4824 C, Plot No. 56, Near Kolhapur Circle, SP Bunglow Road, Opp State Excise Office, Belgaum, Karnataka 590010",590010,http://www.pattedsivf.com/,Karnataka, IVF Hospitals ,,0831 246 1266,drshobhanapatted@gmail.com,,,,fcamka@gmail.com,9845273929,9845683888,,,,,,,,,drshobhanapatted@gmail.com
Cloudnine Fertility - Old Airport Road,"No 29/7, 1st Floor, Kodihalli, Old Airport Road, Bengaluru, Karnataka 560017",560017,https://www.cloudninefertility.com/,Karnataka, IVF Hospitals ,,099728 99728,,,,,kotharisangawat12@gmail.com,,,,,,,,,,,
DR.MANJUNATH C S,"Mathrutva Fertility Centre, 57/1, East Park Road, 15th Cross, Next to Basket Ball Indoor Stadium, Malleshwaram, near Adigas Hotel, Bengaluru, Karnataka 560055",560055,http://drmanjunathivf.com/,Karnataka, IVF Hospitals ,,080 4166 5000,,,,,cs.vmanda@gmail.com,,,,,,,,,,,
Low Cost IVF Treatment in India,093803 11517,093803,https://www.lowcostivftreatment.com/,Karnataka, IVF Hospitals ,,093803 11517,info@lowcostivftreatment.com,,,,nukala2000@gmail.com,,,,,,,,,,,info@lowcostivftreatment.com
Best Fertility IVF URO Kidney Center Bangalore -V Care,"#96/3, above arun medicals,Jal vayu vihar signal, Kammanahalli, Bengaluru, Karnataka 560043",560043,https://v-care-fertility-urology-center.business.site/,Karnataka, IVF Hospitals ,,080737 28953,,,,,shirinbhatt@gmail.com,,,,,,,,,,,
Cloudnine Fertility - Kammanahalli (HRBR),"SKLNS Complex, 1st Floor, 4M/411, HRBR Layout 3rd Block, Kalyan Nagar, Bengaluru, Karnataka 560043",560043,https://www.cloudninefertility.com/,Karnataka, IVF Hospitals ,,099728 99728,,,,,guru.nadgouda@gmail.com,,,,,,,,,,,
Infertility Clinic in Bangalore - Dr. B A Roy,"No: 380, Ground Floor, 3rd Block,, 3rd Stage Basaveswarnagar, (Landmark Florence High School), Bengaluru, Karnataka 560079",560079,http://www.sagardispensary.in/,Karnataka, IVF Hospitals ,,098860 71683,roybasheer@gmail.com,info@sagardispensary.in,,,hsingh05031976@gmail.com,919886071683,9036772152,,,,,,,,,roybasheer@gmail.com
Mannan Hospital,"Oorgaumpet, Kolar Gold Fields, Karnataka 563122",563122,,Karnataka, IVF Hospitals ,,094487 71534,manishmannan@yahoo.com,,,,rocmurthy@gmail.com,,,,,,,,,,,manishmannan@yahoo.com
Cloudnine Fertility - Malleshwaram,"1st floor, 47, 11th Main Rd, Near MES Collage, Malleshwaram, Bengaluru, Karnataka 560055",560055,https://www.cloudninefertility.com/,Karnataka, IVF Hospitals ,,099728 99728,,,,,yesmanyam1@gmail.com,,,,,,,,,,,
Apollo CM Fertility,"607, 15th Cross Rd, JP Nagar 6th Phase, Rose Garden, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078",560078,,Karnataka, IVF Hospitals ,,084484 41072,contactus@apollofertility.com,,,,ajitjaincadimapur@gmail.com,9916303322,,,,,,,,,,contactus@apollofertility.com
PARENCY IVF HOSPITAL ( A unit of Parenthood healthcare Pvt LTD),"1st & 2 ND Floor, No. 38 (old no: 289-E 10th Main Road, next to Kamakshi Silks, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",560041,http://www.parencyivf.com/,Karnataka, IVF Hospitals ,,080 4092 4449,parencyhr@gmail.com,,,,tulsyan.nk@gmail.com,,,,,,,,,,,parencyhr@gmail.com
Manipal Fertility,"#.1313, 27th Main Rd, 9th Cross, Phase 1, J P Nagar, Bengaluru, Karnataka 560078",560078,http://manipalfertility.com/jpnagar/,Karnataka, IVF Hospitals ,,080 2244 7788,info@example.com,vxxxxxx@xxx.com,ramafertilityraichur@gmail.com,,cavinodparakh@gmail.com,ramafertilityraichur@yahoo.com,,,,,,,,,,info@example.com
Life Fertility Clinic,"No 9/2, Next To-Bharathi Nagar Police Station, Opposite-St Johns Community Hall, St Johns Road, Bengaluru, Karnataka 560005",560005,http://www.lifeclinicivf.com/,Karnataka, IVF Hospitals ,,080 2557 8067,,,,,casksiwach@gmail.com,,,,,,,,,,,
Gopika IVF Centre,"Hosakerehalli Main Rd, opp. Gupta College, 6th Block, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085",560085,http://gopikaivfcentre.com/,Karnataka, IVF Hospitals ,,099452 71291,,,,,ncnayaknco@gmail.com,7219274442,,,,,,,,,,
Milann Kumara Park,"#7, E Park Rd, Kumara Park East, Seshadripuram, Bengaluru, Karnataka 560001",560001,https://www.milann.co.in/,Karnataka, IVF Hospitals ,,080 2201 1333,,,,,sanjaykataria22@gmail.com,,,,,,,,,,,
Dr. Shilpa GB -Bloom Clinic Best obstetrician and gynaecologist ( fertility clinic and ivf Center ),"Outer Ring Rd, near Traffic Signal, Jeewan Griha Colony, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",560078,http://drshilpagb.com/,Karnataka, IVF Hospitals ,,095917 87988,shilpagb@yahoo.com,,,,naveen.ngc@gmail.com,7676779106,,,,,,,,,,shilpagb@yahoo.com
Devika Maternity Hospital,"Ring Rd, Swastik Nagar, Pragati Colony, Gulbarga, Karnataka 585105",585105,,Karnataka, IVF Hospitals ,,094488 30330,hello@ecosia.org,,,,ssvrkm@gmail.com,,,,,,,,,,,hello@ecosia.org
Chirayu Clinic & Fertility Centre,"Katta Mohan Complex, 100 Bed Hospital, Road, Hosapete, Karnataka 583201",583201,,Karnataka, IVF Hospitals ,,086181 92806,info@chirayussh.com,,,,babusarath@gmail.com,9801138222,,,,,,,,,,info@chirayussh.com
Santana Fertility Centre,"9th Cross Road, 4th Main Rd, Prince Jayachamaraja Wodeyar, Davanagere, Karnataka 577002",577002,,Karnataka, IVF Hospitals ,,098440 10568,santanadvg@gmail.com,prabhat@caabp.com,,,kpsardanco@gmail.com,9821032495,9899237133,,,,,,,,,santanadvg@gmail.com
Nova Pulse IVF,"Clinic2nd Floor, Sunshine Complex, 4th Main Road, Kammanahalli Main Rd, HRBR Layout 3rd Block, Kalyan Nagar, Bengaluru, Karnataka 560043",560043,http://novaivffertility.com/,Karnataka, IVF Hospitals ,,1800 103 2229,shankar.kv@novaivffertility.com,,,,caashishsarda@gmail.com,,,,,,,,,,,shankar.kv@novaivffertility.com
Altius Hospital,"915,first floor dhanush plash near gopalan arch mysore road, opp.Indian oil ,above SBI Bank ideal homes, Rajarajeshwari nagar 560098, Bengaluru, Karnataka 560098",560098,http://www.altiushospital.com/,Karnataka, IVF Hospitals ,,096633 11128,endoram2006@yahoo.in,info@altiushospital.com,xxxx@altiusdental.com,,rocmatter1@gmail.com,+918882799799,,,,,,,,,,endoram2006@yahoo.in
Spandana Fertility clinic,"32, New Kantharaj Urs Rd, Kuvempu Nagara, Mysuru, Karnataka 570023",570023,,Karnataka, IVF Hospitals ,,099865 44114,,,,,sreekrishnakumarfcs@gmail.com,,,,,,,,,,,
Dr. Jyothi's Fertility & IVF Centre,"3095, 10th Main, Kanakadasa Nagar, Dattagalli 3rd Stage, Mysuru, Karnataka 570022",570022,,Karnataka, IVF Hospitals ,,0821 319 9990,drjyothifertility@yahoo.in,drjyothifertility@drjyothis.com,,,fca.ashokgarg@gmail.com,,,,,,,,,,,drjyothifertility@yahoo.in
Motherhood IVF,"324, Chinmaya Mission Hospital Rd, First Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038",560038,http://motherhoodivf.com/,Karnataka, IVF Hospitals ,,080 2519 0000,info@motherhoodivf.com,writetous@motherhoodindia.com,customercare@motherhoodhospital.com,,ca.rawatmk@gmail.com,9904996633,,,,,,,,,,info@motherhoodivf.com
Motherhood Hospital - Sarjapur,"No. 514 1-2-3, Sarjapur Main Road Opp. More Mall, Kaikondrahalli, Bengaluru, Karnataka 560104",560104,https://www.motherhoodindia.com/bangalore/sarjapur/,Karnataka, IVF Hospitals ,,080672 38811,writetous@motherhoodindia.com,,,,caarunkabra@gmail.com,08069019080,08067238944,08069019090,08069019077,,,,,,,writetous@motherhoodindia.com
Dr. Patils Fertility and Endoscopy Clinic,"# 1, Uma Admiraity, 1st Floor, Bannerghatta Road, Bengaluru, Karnataka 560029",560029,,Karnataka, IVF Hospitals ,,099452 21622,drpatilsclinic@gmail.com,,,,jtasing@gmail.com,,,,,,,,,,,drpatilsclinic@gmail.com
"""LIBERTY ARCADE"" Hubli Assisted Conception Centre","Deshpande Nagar, Hubli, Karnataka 580029",580029,http://www.hubliivf.com/,Karnataka, IVF Hospitals ,,0836 225 1826,info@hubliivf.com,hubliivf.hacc@gmail.com,,,daqad2005@gmail.com,,,,,,,,,,,info@hubliivf.com
Nurture Specialty Women’s Clinic & Fertility Centre,"17/1, Above HDFC Bank, Opposite Springfield Apartments, Sarjapur Main Rd, Amblipura, Bengaluru, Karnataka 560102",560102,http://www.nurturefertility.com/,Karnataka, IVF Hospitals ,,080 4164 3434,nurturefertility@gmail.com,,,,anmehta.ca@gmail.com,+91-9449812949,,,,,,,,,,nurturefertility@gmail.com
Dr. Kamini Rao Hospital (Milann),"909, 47th Cross, Jayanagar 5th Block, Phase II, J P Nagar, Bengaluru, Karnataka 560041",560041,http://www.milann.co.in/,Karnataka, IVF Hospitals ,,080 2653 4444,iirrhinstitute@gmail.com,drkaminirao@milann.co.in,,,htcorps@gmail.com,,,,,,,,,,,iirrhinstitute@gmail.com
Navya Fertility Centre,"Nrupatunga Rd, Vivekanandana Nagar, Kuvempu Nagar 1st Stage, Kuvempu Nagara, Mysuru, Karnataka 570008",570008,http://navyaivf.com/,Karnataka, IVF Hospitals ,,0821 246 0465,contact@9monthsivf.com,swetagupta06@yahoo,,,ptjosephco@gmail.com,,,,,,,,,,,contact@9monthsivf.com
Femiint Fertility,"No.34, Next to Forum Value Mall, Whitefield Main Rd, Whitefield, Bengaluru, Karnataka 560066",560066,https://femiintfertility.in/,Karnataka, IVF Hospitals ,,1800 258 5727,care@femiinthealth.com,,,,mohiddincs@gmail.com,8002585727,09980914655,,,,,,,,,care@femiinthealth.com
santhathi fertility and maternity center,"2nd Block, Manasanagar, Chalukya Nagar, Naagarabhaavi, Bengaluru, Karnataka 560072",560072,,Karnataka, IVF Hospitals ,,094815 38470,santhathi2018@gmail.com,,,,roc.anilashok@gmail.com,,,,,,,,,,,santhathi2018@gmail.com
Altius Hospital Pvt. Ltd.,"#6/63, 59th Cross, 4th Block, Rajajinagar Entrance, Opp. MEI Polytechnic, Bengaluru, Karnataka 560010",560010,http://www.altiushospital.com/,Karnataka, IVF Hospitals ,,099000 31842,endoram2006@yahoo.in,info@altiushospital.com,admin@cygnushospitals.com,,imbgodavari2@gmail.com,+918882799799,,,,,,,,,,endoram2006@yahoo.in
Bmom Fertility And Research Center,"511, Cherie Plaza, 60 Feet Rd, Sahakar Nagar, Bengaluru, Karnataka 560092",560092,http://www.bmomfertility.com/,Karnataka, IVF Hospitals ,,096860 09933,info@bmomfertility.com,,,,manusharma.cs@gmail.com,,,,,,,,,,,info@bmomfertility.com
S. R. Multi Speciality Hospital (Subba Rao Hospital),"NH 67, Hospet Road, near 2nd Railway Gate, Cantonment, Ballari, Karnataka 583104",583104,http://srhospital.in/,Karnataka, IVF Hospitals ,,083922 42566,info@srhospital.in,admin@srhospital.in,,,kapoorgarg.cs@gmail.com,+919663243650,9972509780,,,,,,,,,info@srhospital.in
Motherhood Hospital - Indiranagar,"324, Chinmaya Mission Hospital Rd, First Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038",560038,https://www.motherhoodindia.com/bangalore/indiranagar/,Karnataka, IVF Hospitals ,,080672 38833,writetous@motherhoodindia.com,,,,brabk121@gmail.com,08069019080,08067238944,08069019090,08069019077,,,,,,,writetous@motherhoodindia.com
Devika Maternity Home,"Badepur Colony, Gulbarga, Karnataka 585101",585101,,Karnataka, IVF Hospitals ,,094488 30330,,,,,kirthi.kambam@gmail.com,,,,,,,,,,,
Sarji Hospital,"Plat # 11, Ward # 5,RMR Road,Park Extn, Shivamogga, Karnataka 577201",577201,http://www.sarjihospital.com/,Karnataka, IVF Hospitals ,,081824 05505,contact@example.com,info@example.com,,,cs.sgroup2013@gmail.com,,,,,,,,,,,contact@example.com
DR RUPA's REACH FERTILITY CLINIC,"No 2 (Old No 401) , 1st Floor, 4th Cross W.K.P. road, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",560070,http://drrupaks.com/,Karnataka, IVF Hospitals ,,080 2676 7109,,,,,hrishikesh.rajhansa@gmail.com,,,,,,,,,,,
Department of Infertility at Koshys Hospital,"Koshys Multi Specialty Hospital,Raghavendra Circle, Thambu Chetty Palya Main Rd, Ramamurthy Nagar, Bengaluru, Karnataka 560016",560016,http://www.koshyshospital.com/,Karnataka, IVF Hospitals ,,080 4351 7700,info@koshyshospital.com,,,,lalithprasadca@gmail.com,,,,,,,,,,,info@koshyshospital.com
Radhakrishna Multispeciality Hospital,"3-4 Sunrise Towers, JP Rd, opp. Canara Bank, 1st phase Girinagar, Banashankari, Bengaluru, Karnataka 560085",560085,http://www.radhakrishnahospital.in/,Karnataka, IVF Hospitals ,,080 2642 2977,radhakrishnahospital@gmail.com,compliances@gowthama.com,,,dcdash@gmail.com,9663160764,8349041111,8026422977,,,,,,,,radhakrishnahospital@gmail.com
Star Ortho & Fertility Center,"123, 1st A Main Rd, 3rd Block, 1st Block, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072",560072,,Karnataka, IVF Hospitals ,,099000 72612,starsuperspeciality@gmail.com,sumathihospital@gmail.com,,,infopga04@gmail.com,,,,,,,,,,,starsuperspeciality@gmail.com
Innov4Sight Health and Biomedical Systems Private Limited,"#520, 4th Floor, 3rd Main Rd, 2nd Phase, Banashankari 3rd Stage, Hosakerehalli, Bengaluru, Karnataka 560085",560085,http://4sight-health.com/,Karnataka, IVF Hospitals ,,080 2672 2707,vijay@4sight-health.com,,,,success2002@gmail.com,,,,,,,,,,,vijay@4sight-health.com
women's clinic,"no-1/1 , 4th main,1 St Cross, new gurupannapalya 1st Stage, btm l/o, Bengaluru, Karnataka 560029",560029,,Karnataka, IVF Hospitals ,,089714 03430,smcobg@yahoo.co.in,mishradrjyoti@gmail.com,last@londonwomensclinic.com,,corporate.webprofessional@gmail.com,9711192873,9818147523,9953603130,7836825123,,,,,,,smcobg@yahoo.co.in
Caree Fertility,"RD Complex, #324, 1st Cross Road, 8th Main Rd, III Stage, Basaveshwar Nagar, Bengaluru, Karnataka 560079",560079,http://www.careefertility.com/,Karnataka, IVF Hospitals ,,080 4224 4595,info@careefertility.com,,,,rct.tosniwal@gmail.com,,,,,,,,,,,info@careefertility.com
Aikya Speciality Clinic and Diagnostic Centre,"No: 1, 1st floor, Magnum Vista, Raghuvanahalli, Kanakapura Main Road, Opp KSIT College, above Bata Showroom, Subramanyapura, Bengaluru, Karnataka 560062",560062,https://www.aikyafertility.com/,Karnataka, IVF Hospitals ,,099018 02222,aikyafertility@gmail.com,,,,p.singh.ca@gmail.com,,,,,,,,,,,aikyafertility@gmail.com
Caree Fertility Pvt Ltd,"068, 2/A/8, E End Main Rd, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041",560041,,Karnataka, IVF Hospitals ,,097310 77922,accounts@careivfkolkata.com,,,,mukesh.cagzb@gmail.com,,,,,,,,,,,accounts@careivfkolkata.com
Mane Hospital and Research Center,"Mahaveer Rd, near Railway Station, Ward No 10, Bagalkot, Karnataka 587101",587101,http://www.manehospital.com/,Karnataka, IVF Hospitals ,,083542 25131,,,,,corporate.webprofessional@gmail.com,9845582911,,,,,,,,,,
Shri Ramakrishna Ayurved and Fertility Centre (SRAFC),"Shahapur, Belgaum, Karnataka 590003",590003,https://srafc.co.in/,Karnataka, IVF Hospitals ,,081477 93987,info@srafc.co.in,,,,mca1234@gmail.com,+918147792987,,,,,,,,,,info@srafc.co.in
Motherhood Hospital - Hebbal,"2266/17 & 18, Service Road G Block, Kempegowda Int'l Airport Rd, Sahakar Nagar, Hebbal, Bengaluru, Karnataka 560092",560092,https://www.motherhoodindia.com/bangalore/hebbal/,Karnataka, IVF Hospitals ,,080672 38822,writetous@motherhoodindia.com,,,,atlaseva@gmail.com,08069019080,08067238944,08069019090,08069019077,,,,,,,writetous@motherhoodindia.com
Manipal Assisted Reproduction Centre (MARC),"Manipal Dr, Madhav Nagar, Manipal, Karnataka 576104",576104,http://manipal.edu/kmc-manipal/department-faculty/department-list/obstetrics-gynaecology.html,Karnataka, IVF Hospitals ,,0820 257 1967,,,,,mgjindal@gmail.com,,,,,,,,,,,
Moon Maternity & Children's Hospital,"Akshay Plaza, Akshay Colony, 4th Phase, Vidya Nagar, near Chetana College, Hubli, Karnataka 580021",580021,http://www.moonmaternity.in/,Karnataka, IVF Hospitals ,,0836 233 5561,,,,,cochin35@gmail.com,,,,,,,,,,,
Hope Fertility And Women's healthcare,"18, 252/1, 2nd Main Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",560070,,Karnataka, IVF Hospitals ,,080 2654 2001,,,,,cs.mthakkar@gmail.com,,,,,,,,,,,
SHOBHA MATERNITY HOME,"Shanti Nagar, Gulbarga, Karnataka 585103",585103,https://shobha-matternity-home.business.site/,Karnataka, IVF Hospitals ,,091411 00991,ca.sbpandhare@gmail.com,,,,newcompanyfiling@gmail.com,,,,,,,,,,,ca.sbpandhare@gmail.com
Jai Gynaec & Ortho Clinic (Infertility & Spine Speciality Hospital),"No. D, 31, 1st Main Rd, Near Parvathi Kalyana Mantapa, 4N Block, Ramchandrapuram, Srirampura, Bengaluru, Karnataka 560021",560021,https://jai-gynaec-ortho-clinic-infertility-spine-speciality.business.site/,Karnataka, IVF Hospitals ,,097310 97580,,,,,rajeshmahajan1966@gmail.com,,,,,,,,,,,
Bangalore Nethralaya,"Samrudhi Plaza, No 714, Adjacent to Gurbhagudi IVF Centre, 5th D Cross Rd, Babusabpalya, Kalyan Nagar, Bengaluru, Karnataka 560043",560043,http://www.bangalorenethralaya.com/,Karnataka, IVF Hospitals ,,080 4114 4541,,,,,bhavinparekh77@gmail.com,+91-9686861919,+91-9886296633,,,,,,,,,
Dr. Mamatha Reddy YV,"Marvel Hospital & Fertility Center, HSR Layout, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",560001,http://drmamathareddy.com/,Karnataka, IVF Hospitals ,,077607 53743,,,,,narangkumar@gmail.com,,,,,,,,,,,
Dr Jyothis Health Care Private Limited,"No. 22, Block No. 8, Shakthi Nagar Post, Dr Rajkumar Main Rd, JSS Layout, Mysuru, Karnataka 570011",570011,http://www.drjyothis.com/,Karnataka, IVF Hospitals ,,0821 247 5869,drjyothifertility@yahoo.in,drjyothifertility@drjyothis.com,drjyothishealthcare@yahoo.com,,greengoat5317@gmail.com,,,,,,,,,,,drjyothifertility@yahoo.in
Cambridge Fertility,"#18, Ground Floor, Cambridge Rd, Halasuru, Karnataka 560008",560008,http://www.cambridgehospital.in/,Karnataka, IVF Hospitals ,,096630 11112,info@cambridgehospital.in,,,,suryachakra.power@gmail.com,9663011112,,,,,,,,,,info@cambridgehospital.in
Kasbekar Metgud Clinic Multispeciality Hospital,"Shivaji Nagar, Belgaum, Karnataka 590016",590016,,Karnataka, IVF Hospitals ,,0831 247 6530,kmclinic.belgaum@yahoo.in,ivfcaremetgud@gmail.com,,,nimesh.cs@gmail.com,,,,,,,,,,,kmclinic.belgaum@yahoo.in
Mother Therasa Arogya Salaha Kendra,"Anjeenaya Gejjagadahalli Main Road Arashinakunte, Temple Rd, Kamath Layout, Bengaluru, Karnataka 562123",562123,,Karnataka, IVF Hospitals ,,090357 88699,contact@educavo.com,,,,dkgcost@gmail.com,,,,,,,,,,,contact@educavo.com
Vishvas Fertility HSR,"#495, 2nd Floor, 24th Main Road, 17th Cross Road, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",560102,https://www.vishvasfertility.com/,Karnataka, IVF Hospitals ,,080500 75370,vishvasfertilitycentre@gmail.com,,,,csprasadtakalkar@gmail.com,08040946346,8050075370,08022588088,9482175370,,,,,,,vishvasfertilitycentre@gmail.com
Dr. G Kasturi,"101, 1st Floor, 80 Ft. Main Road, near Domino's Pizza, Chandra Layout, Vijayanagar, Bengaluru, Karnataka 560040",560040,http://drgkasturi.com/,Karnataka, IVF Hospitals ,,080 4953 0402,,,,,ca9001@gmail.com,+917259552121,9379887266,,,,,,,,,
Cloudnine Fertility - Jayanagar,"#16/A, 2nd & 3rd Floor, 9th Main Rd, 3rd Block, Bengaluru, Karnataka 560011",560011,https://www.cloudninefertility.com/,Karnataka, IVF Hospitals ,,099728 99728,,,,,rsgcompany@gmail.com,,,,,,,,,,,
"Aster CMI Hospital, Hebbal Bangalore","No. 43/2, New Airport Road, NH 44, Sahakar Nagar, Hebbal, Bengaluru, Karnataka 560092",560092,https://www.asterbangalore.com/aster-cmi-hebbal,Karnataka, IVF Hospitals ,,080 4342 0100,customercare.aster@asterhospital.com,,,,sudhiraryaassociates@gmail.com,9656111666,,,,,,,,,,customercare.aster@asterhospital.com
Leelavathi Hospital,"Adarsh nagar, Hindwadi, Belgaum, Karnataka 590006",590006,http://www.lilavatihospital.com/,Karnataka, IVF Hospitals ,,0831 248 8988,feedback@lilavatihospital.com,complaints@lilavatihospital.com,info@lilavatihospital.com,,csraghavareddy@gmail.com,jane@lilavatihospital.com,,,,,,,,,,feedback@lilavatihospital.com
Dental Clinic,"vasavi nagar bus stop, Karnataka",,,Karnataka, IVF Hospitals ,,099452 49912,muskandentalcare@yahoo.com,dentist@clovedental.in,32factsmodis@gmail,,dsm.roc@gmail.com,9958822991,9811232927,9990722422,,,,,,,,muskandentalcare@yahoo.com
Manipal Hospitals Jayanagar,"45/1, 45th Cross Rd, Kottapalya, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069",560069,https://www.manipalhospitals.com/jayanagar/,Karnataka, IVF Hospitals ,,080 4009 1000,info@manipalhospitals.com,,,,skn.associates@gmail.com,8001025555,,,,,,,,,,info@manipalhospitals.com
Tamara - Best Maternity Hospital in Bangalore,"#34-3, 10th Cross Rd, opp. Vardhaka Saradar Patel School, 1st N Block, Rajajinagar, Bengaluru, Karnataka 560010",560010,https://tamarahealthcare.com/,Karnataka, IVF Hospitals ,,090350 73692,info@tamarahealthcare.com,tamarahealth@gmail.com,,,dewan.cs@gmail.com,+918880099300,+918888009930,9986729750,,,,,,,,info@tamarahealthcare.com
"Expert Chikitsa - Medical Second Opinion ( Cancer, IVF, Neurosurgery, Kidney Liver Transplants), Air Ambulance","#11, Hoodi, Bengaluru, Karnataka 560048",560048,https://expertchikitsa.com/location/bengaluru/,Karnataka, IVF Hospitals ,,096203 50205,,,,,pkcarticles@gmail.com,,,,,,,,,,,
Sakra World Hospital,"SY NO 52/2 & 52/3, Devarabeesanahalli, Varthur Hobli Opp Intel, Outer Ring Rd, Marathahalli, Bengaluru, Karnataka 560103",560103,https://www.sakraworldhospital.com/,Karnataka, IVF Hospitals ,,080 4969 4969,,,,,info.org2014@gmail.com,,,,,,,,,,,
Subhag HealthTech Pvt. Ltd.,"Near Southern Asian Bible COLLEGE Kothanur Post Hennur Main road, Mantri Webcity Rd, Bengaluru, Karnataka 560077",560077,http://subhag.in/,Karnataka, IVF Hospitals ,,090364 90490,,,,,ppincha@gmail.com,,,,,,,,,,,
Usha Nursing Home,"Savalanga Road, Ravindranagara, Shivamogga, Karnataka 577201",577201,http://www.ushanursinghome.com/,Karnataka, IVF Hospitals ,,081822 21955,unhsmg@gmail.com,,,,bansalroc@gmail.com,,,,,,,,,,,unhsmg@gmail.com
Rainbow Children's Hospitals & BirthRight by Rainbow,"Survey No. 8/5, Marathahalli-KR Puram, Outer Ring Rd, Doddanekundi, Marathahalli, Karnataka 560037",560037,https://www.rainbowhospitals.in/,Karnataka, IVF Hospitals ,,1800 2122,info@rainbowhospitals.in,vaccination@rainbowhospitals.in,,,pawansharmacs@gmail.com,8448799504,9676838787,8008543030,,,,,,,,info@rainbowhospitals.in
